City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Burnie,AU,-41.0667,145.9167,59.13,54,72,8.59,broken clouds
346,Opunake,NZ,-39.4556,173.8583,63.93,79,97,10.11,light rain
347,Severnoye,RU,56.3491,78.3619,18.16,92,100,15.43,light snow
348,Codrington,AU,-38.2667,141.9667,60.94,56,63,23.22,broken clouds
349,Cravo Norte,CO,6.3017,-70.2041,74.64,90,89,4.97,overcast clouds
350,Kuryk,KZ,43.2,51.65,42.55,42,100,19.77,overcast clouds
351,Benguela,AO,-12.5763,13.4055,77.23,68,97,3.53,overcast clouds
352,Athabasca,CA,54.7169,-113.2854,30.02,68,0,9.78,clear sky
353,Florianopolis,BR,-27.6146,-48.5012,69.03,88,0,4.61,clear sky
354,Mayo,US,38.8876,-76.5119,37.81,52,90,10.36,overcast clouds
355,Yulara,AU,-25.2406,130.9889,84.04,20,0,8.05,clear sky
356,Goderich,CA,43.7501,-81.7165,30.52,69,100,11.5,overcast clouds
357,Muros,ES,42.7762,-9.0603,48.7,73,76,21.79,broken clouds
358,Nibbar,TN,36.2941,8.7666,50.68,71,40,6.91,scattered clouds
359,Valer,NO,60.6785,11.8331,18.1,73,90,1.57,overcast clouds
360,Thompson,CA,55.7435,-97.8558,17.76,93,90,3.44,light snow
361,Mincivan,AZ,39.0294,46.7185,53.83,59,2,3.8,clear sky
362,Hualmay,PE,-11.0964,-77.6139,65.25,87,96,7.45,overcast clouds
363,Hammond,US,41.5834,-87.5,31.91,67,90,8.05,overcast clouds
364,Aklavik,CA,68.2191,-135.0107,-6.77,92,100,20.04,overcast clouds
365,Noumea,NC,-22.2763,166.4572,89.58,68,18,15.19,few clouds
366,Datong,CN,40.0936,113.2914,38.55,36,47,2.57,scattered clouds
367,Hofn,IS,64.2539,-15.2082,30.36,41,90,4.88,overcast clouds
368,Anasco,PR,18.2827,-67.1396,73.78,75,20,9.08,few clouds
369,Bathsheba,BB,13.2167,-59.5167,77.61,94,20,4.61,few clouds
370,Donnacona,CA,46.6804,-71.7239,30.38,80,100,11.5,light snow
371,Banepa,NP,27.6298,85.5214,61.12,59,20,3.44,haze
372,Sorong,ID,-0.8833,131.25,84.6,69,98,7.61,overcast clouds
373,Zuwarah,LY,32.9312,12.082,66.43,41,82,23.29,broken clouds
374,Suwalki,PL,54.1118,22.9309,32.41,99,100,8.68,snow
375,Dunda,TZ,-8.1167,34.25,76.28,53,15,6.91,few clouds
376,Bahia Honda,CU,22.9036,-83.1592,69.62,75,21,4.29,few clouds
377,Cervo,ES,43.6702,-7.4101,49.86,69,82,25.55,broken clouds
378,Werda,BW,-25.2667,23.2833,70.75,58,27,22.39,scattered clouds
379,Esmeraldas,BR,-19.7625,-44.3139,70.11,96,100,3.2,moderate rain
380,Marawi,PH,7.9986,124.2928,75.99,89,56,4.92,broken clouds
381,Ipixuna,BR,-1.7625,-48.8043,76.95,96,29,3.18,scattered clouds
382,Coxim,BR,-18.5067,-54.76,74.25,94,99,3.44,overcast clouds
383,Portmore,JM,17.9702,-76.8672,78.76,69,20,8.05,few clouds
384,Depalpur,IN,22.85,75.55,79.2,24,15,5.82,few clouds
385,Wilmington,US,34.2257,-77.9447,39.11,60,1,4.61,clear sky
386,Quatre Cocos,MU,-20.2078,57.7625,82.51,62,1,9.71,clear sky
387,Udachnyy,RU,66.4167,112.4,-7.55,99,100,2.77,overcast clouds
388,Nhulunbuy,AU,-12.2333,136.7667,92.01,49,92,14.97,overcast clouds
389,Zmeinogorsk,RU,51.1567,82.195,13.53,79,87,13.06,overcast clouds
390,Abu Dhabi,AE,24.4667,54.3667,73.51,83,0,5.75,clear sky
391,Angoram,PG,-4.0625,144.0661,81.59,90,70,6.2,broken clouds
392,Abu Samrah,SY,35.3029,37.1841,58.86,59,41,4.27,scattered clouds
393,Sokode,TG,8.9833,1.1333,71.11,55,25,1.79,scattered clouds
394,Santa Fe,AR,-31.6333,-60.7,66.51,56,0,6.51,light rain
395,Omsukchan,RU,62.5333,155.8,-25.58,97,17,3.24,few clouds
396,Kanker,IN,20.2719,81.4931,78.78,38,72,6.64,broken clouds
397,Gravdal,NO,68.1214,13.5031,28.11,63,69,8.37,broken clouds
398,Chabahar,IR,25.2919,60.643,78.39,39,22,4.47,few clouds
399,Serowe,BW,-22.3833,26.7167,64.63,69,57,17.85,broken clouds
400,Candolim,IN,15.5181,73.7626,82.4,57,75,8.05,broken clouds
401,Vallenar,CL,-28.5708,-70.7581,59.95,70,0,1.99,clear sky
402,Coronel Bogado,PY,-27.1833,-56.3,68.49,89,0,1.21,clear sky
403,Kipushi,CD,-11.7667,27.2333,63.88,92,84,9.62,broken clouds
404,Moba,CN,33.2288,105.0179,38.55,86,100,4.88,overcast clouds
405,Mogadishu,SO,2.0371,45.3438,75.07,83,75,9.22,drizzle
406,Pangai,TO,-19.8,-174.35,77.11,83,90,13.8,moderate rain
407,Waingapu,ID,-9.6567,120.2641,86.27,69,82,5.91,broken clouds
408,Banda Aceh,ID,5.5577,95.3222,83.7,71,61,4.21,broken clouds
409,Japura,ID,-0.3167,102.35,87.35,58,100,4.61,overcast clouds
410,Itarema,BR,-2.9248,-39.9167,80.35,77,32,13.04,scattered clouds
411,Binga,ZW,-17.6203,27.3414,75.54,66,71,10.85,broken clouds
412,Huandacareo,MX,19.9833,-101.2833,54.52,89,81,3.0,broken clouds
413,Rawson,AR,-43.3002,-65.1023,56.64,74,94,4.52,light rain
414,Falmouth,GB,50.1544,-5.0711,43.7,75,40,28.77,scattered clouds
415,Zhaotong,CN,27.3167,103.7167,42.13,91,100,2.57,overcast clouds
416,Miraflores,MX,19.2167,-98.8083,50.94,76,91,2.01,overcast clouds
417,Ayaviri,PE,-14.8864,-70.5889,45.0,84,100,0.83,overcast clouds
418,Dongsheng,CN,39.8161,109.9776,39.51,39,83,17.25,broken clouds
419,Balikpapan,ID,-1.2675,116.8289,85.19,79,40,2.3,scattered clouds
420,Copiague,US,40.6815,-73.3998,39.16,56,90,16.11,overcast clouds
421,Iwata,JP,34.7,137.85,59.05,36,2,19.19,clear sky
422,Gwembe,ZM,-16.4975,27.6069,68.14,66,84,10.4,broken clouds
